Size (bp),CT_PD1,NE_MRL1, YC_PD1,CT_Large3,CT_PD2,NE_MRL2, YC_PD2,CT_PD3,NE_MRL3, YC_PD3,CT_MRL1,NE_PD1, YC_MRL1,CT_MRL2,NE_PD2, YC_MRL2,CT_MRL3,NE_PD3, YC_MRL3,CT_Large1,NE_Large1, YC_Large1,CT_Large2,NE_Large2, YC_Large2,NE_Large3,YC_Large3
9632.35,-1.12,2.08,-0.2,-2.8,-1.47,2.91,-0.2,0.51,1.44,1.71,-0.87,-0.81,0.05,-0.97,-3.28,4.87,-4.22,-4.82,0.75,-0.7,-3.1,-3.17,1.53,-1.13,1.88,4.09,-2.27
9657.4,0.04,0.54,1.08,-3.93,-0.66,2.58,0.53,0.98,1.55,2.31,-0.23,-2.11,-0.52,-0.89,-4.09,5.09,-3.47,-3.42,0.22,-1.36,-3.28,-3.76,1.78,-1.4,1.99,4.12,-2.02
9682.45,1.4,-0.37,1.59,-4.8,-1.12,2.61,1.51,1.26,2.05,1.86,0.54,-3.22,-0.61,-0.6,-4.16,5.11,-2.47,-1.71,-0.73,-2.17,-2.65,-3.29,1.91,-1.81,1.51,3.65,-1.62
9707.5,2.02,-0.69,2.09,-5.11,-2.59,3.25,2.32,1.65,2.08,1.47,0.8,-3.96,-0.5,-0.24,-3.47,4.69,-1.82,-0.9,-1.61,-2.83,-1.38,-2.54,2.26,-1.86,0.87,3.18,-1.99
9732.55,1.66,-0.63,2.5,-5.14,-3.42,3.86,2.75,2.09,1.33,1.56,0.77,-4.3,-0.45,0.39,-2.26,4.03,-1.85,-1.44,-1.7,-2.82,-0.45,-2.87,2.52,-1.3,0.7,3.5,-3.06
9757.6,0.99,0.15,2.06,-4.76,-3.28,3.31,3.14,2.24,0.52,0.98,0.77,-3.13,-0.69,1.26,-1.23,3.8,-2.41,-2.55,-1.23,-2.38,-0.35,-3.63,2.59,-0.77,0.83,4.47,-3.21
9782.65,0.83,1.15,1.1,-4.04,-3.18,1.64,3.67,1.77,0.16,-0.29,1.12,-1.54,-0.88,1.98,-0.64,4.07,-2.9,-3.38,-1.22,-3.04,-0.41,-3.19,2.59,-0.81,0.86,5.37,-1.96
9807.7,0.89,1.3,0.73,-3.69,-2.79,0.42,3.79,0.9,0.19,-0.82,1.76,-0.06,-0.59,2.34,-0.09,3.85,-2.74,-3.8,-1.8,-3.33,-0.25,-1.56,2.45,-0.87,0.69,5.7,-0.79
9832.75,0.34,0.67,1.62,-4.06,-2.11,0.87,3.03,0.21,0.6,0.03,2.14,0.78,0.07,2.48,0.54,2.76,-2.06,-4.04,-1.94,-3.25,-0.1,-0.05,1.88,-0.55,0.32,5.63,-0.89
9857.81,-0.69,0.35,2.76,-4.59,-1.47,2.2,1.97,-0.29,1.43,1.47,1.97,0.92,1.1,2.58,0.67,1.74,-1.46,-3.99,-1.01,-3.56,0.24,0.6,0.99,-0.63,-0.07,5.8,-2.01
9882.86,-1.42,0.6,2.89,-4.4,-1.36,2.7,1.62,-0.69,2.43,2.77,1.69,0.63,2.51,2.59,0.32,1.68,-1.25,-3.41,0.24,-4.18,0.04,0.52,0.46,-1.42,-0.15,6.33,-3.26
9907.91,-1.7,0.49,2.38,-3.33,-1.99,1.93,1.8,-0.34,3.07,3.79,1.61,0.34,3.72,2.47,0.26,2.12,-1.17,-2.63,0.86,-4.44,-0.6,0.26,0.57,-2.1,0.21,6.63,-3.89
9932.96,-1.89,-0.49,1.98,-2.33,-2.94,0.7,1.97,0.67,3.07,4.1,1.3,0.04,4,2.25,0.61,1.84,-1.14,-2.26,1.08,-4.4,-0.89,0.09,0.82,-2.1,0.76,6.27,-3.75
9958.01,-1.91,-1.37,1.69,-2.17,-3.46,-0.21,1.97,1.12,2.71,3.29,0.55,-0.71,3.46,1.8,1.02,0.82,-1.4,-2.12,1.27,-4.31,-0.64,-0.3,0.75,-1.86,1.1,5.31,-3.08
9983.06,-1.58,-1.27,1.37,-2.37,-3.13,-0.27,1.23,0.86,2.54,2.25,0.33,-1.51,3.13,0.81,1.32,0.59,-2.17,-1.66,0.8,-3.95,-0.91,-1.27,0.61,-1.63,1.09,4.35,-2.16
10008.11,-1.49,-0.54,0.95,-1.95,-2.3,0.58,0.62,1.03,2.98,1.92,1.49,-1.46,3.43,-0.48,0.94,1.75,-3.09,-1.27,-0.64,-3.28,-2.11,-2.25,0.89,-0.92,0.93,4.31,-1.41
10033.16,-2.01,0.62,0.61,-0.8,-1.46,1.83,0.82,1.49,3.82,1.88,3.26,-0.87,3.11,-1.25,-0.26,2.91,-3.39,-1.67,-2.11,-2.37,-2.76,-2.14,1.41,-0.15,1.06,4.87,-1.11
10058.21,-2.24,2.06,0.85,0.01,-0.8,2.8,1.47,1.16,4.02,1.57,4.13,-0.79,1.36,-1.06,-1.08,2.66,-2.94,-2.5,-2.53,-1.14,-1.93,-0.89,1.6,0.45,1.5,4.84,-1.05
10083.27,-1.65,2.97,1.44,-0.39,-0.59,3.19,1.95,0.46,2.74,1.34,3.35,-1.36,-0.53,-0.45,-0.72,1.38,-2.52,-3.1,-1.83,-0.13,-0.75,0.18,1.48,0.83,1.73,4.27,-0.8
10108.32,-1.18,3.22,1.48,-1.43,-0.95,3.21,2.27,0.44,0.87,1.46,1.42,-1.73,-0.77,0.05,0.25,0.74,-2.47,-3.13,-0.67,0.06,-0.48,0.12,1.67,0.61,1.55,4,-0.38
10133.37,-1.29,3.63,1.11,-2.06,-1.6,3.19,2.82,0.88,0.43,1.7,-0.28,-1.34,-1.02,0.6,0.99,1.43,-2.27,-2.24,0.39,-0.21,-0.89,-0.34,2.34,-0.57,1.24,3.92,-0.54
10158.42,-1.18,4.08,1.15,-2.43,-2.28,3.27,3.3,0.69,1.73,1.95,-0.92,-0.64,-0.27,1.3,0.95,2.15,-1.9,-0.81,0.97,-0.7,-1.07,-0.15,2.64,-1.82,1,3.69,-1.57
10183.47,-0.87,3.97,1.39,-2.91,-2.89,3.45,2.81,-0.81,2.8,2.35,-1.05,-0.77,0.56,1.65,-0.18,2.22,-2.21,0.25,1.03,-1.67,-0.42,0.17,1.9,-2.11,0.91,3.63,-2.37
10208.52,-1.03,3.82,0.97,-2.74,-3.37,3.59,1.24,-2.9,2.6,2.93,-1.5,-2,0.69,1.33,-1.82,3.01,-3.32,0.6,1.34,-2.64,1.07,-0.41,0.96,-1.87,0.88,3.82,-2.32
10233.57,-1.06,3.95,-0.29,-1.78,-3.79,3.42,-0.4,-3.77,1.91,3.37,-2.22,-3.07,-0.01,1.07,-2.53,4.79,-4.37,0.05,2.11,-3,2.43,-1.25,1.2,-1.52,0.77,3.96,-2.38
10258.62,-0.29,3.37,-0.97,-1.62,-3.92,3.28,-1.17,-2.86,1.29,2.99,-2.31,-3.05,-1.15,1.71,-1.89,5.73,-5.09,-1.47,2.29,-3.34,2.32,-0.83,2.4,-0.66,0.99,3.95,-3.01
10283.67,0.52,1.87,-1.66,-3.13,-3.11,3.72,-0.76,-1.88,0.98,1.66,-1.17,-2.9,-1.82,2.71,-1.11,5.03,-5.76,-3.16,1.53,-4.36,0.72,0.75,3.05,0.48,2.04,3.57,-3.6
10308.72,0.67,0.76,-2.12,-4.93,-1.77,3.94,0.16,-2.25,1.7,0.54,0.35,-3.48,-1.27,2.51,-1.03,3.9,-6.01,-3.89,0.57,-5.39,-0.82,1.82,2.44,0.92,3.36,2.84,-3.85
10333.78,0.35,0.97,-1.3,-5.63,-1.27,2.72,0.17,-3.33,3.09,0.61,0.7,-4.06,0.24,1.04,-0.74,3.31,-5.1,-3.33,-0.24,-5.43,-1.02,1.71,1.41,0.43,3.68,2.65,-3.64
10358.83,-0.06,2.2,-0.14,-5.72,-1.81,0.95,-0.74,-3.51,3.43,1.13,-0.19,-3.75,1.52,0.01,0.45,3.15,-3.39,-2.27,-1.03,-4.65,-0.13,1.21,0.74,-0.22,2.51,3.8,-2.82
10383.88,-0.42,3.3,0.17,-6,-2.55,0.62,-0.82,-2.44,2.18,0.9,-1.02,-2.8,1.79,0.24,1.67,3.22,-2.15,-2.12,-1.5,-4.07,1.03,0.82,0.34,-0.39,0.56,5.33,-1.84
10408.93,-1.17,3.1,0.13,-6.6,-3.24,1.81,0.38,-1.66,0.88,0.13,-0.91,-2.19,1.76,1.02,2.08,3.45,-1.59,-3.35,-1.61,-4.1,1.91,0.59,0.15,-0.26,-1.08,5.53,-1.23
10433.98,-2.22,2.02,0.87,-7.77,-4.04,3.01,1.19,-1.96,0.89,-0.53,0.04,-2.47,2.5,1.56,2.14,3.95,-0.84,-4.92,-2,-4.48,2.04,0.58,0.28,-0.4,-1.84,4.22,-1.11
10459.03,-2.38,1.35,1.83,-9.22,-4.83,3.4,0.81,-1.99,1.56,-1.15,1,-3.07,3.38,1.48,2.38,4.81,-0.11,-5.59,-2.66,-5.12,1.39,0.38,0.11,-0.97,-1.93,2.6,-1.44
10484.08,-1.24,1.08,2.07,-9.41,-5.63,3.02,0.26,-1.2,1.62,-1.67,1.17,-3.38,3.02,1.01,2.26,5.39,-0.17,-5.16,-2.63,-5.72,0.6,-0.51,-0.83,-1.5,-2.01,1.72,-2.14
10509.13,0.23,0.46,1.95,-7.12,-6.3,1.99,0.05,-0.76,1.04,-1.56,0.86,-3.71,1.73,0.9,1.01,4.71,-0.91,-4.25,-1.51,-5.42,0.21,-1.59,-1.67,-1.62,-1.96,2.07,-2.94
10534.18,1.31,-0.3,2.13,-3.48,-6.32,0.87,-0.64,-0.94,0.53,-0.66,0.75,-4.26,1.17,1.29,-0.72,3.29,-1.67,-3.67,-0.13,-4.02,0.22,-1.91,-1.35,-1.84,-0.8,3.15,-3.61
10559.23,1.87,-0.54,2.65,-1.1,-5.62,0.65,-2.33,-1.27,-0.02,0.64,0.75,-4.71,2.06,1.48,-1.41,2.82,-1.88,-3.79,0.49,-2.07,0.29,-1.66,-0.24,-2.49,1.21,3.74,-4.17
10584.29,1.7,-0.71,2.91,-1.39,-4.71,1.51,-4.24,-2.08,-0.94,1.71,0.47,-4.95,3.36,1.07,-0.86,3.49,-1.45,-4.33,0.31,-0.32,0.27,-1.66,0.14,-2.81,2.43,3.46,-4.61
10609.34,0.85,-1.66,2.01,-3.31,-3.76,2.72,-5.09,-3.13,-1.58,1.8,0.13,-4.97,3.82,0.26,-0.25,3.98,-1.16,-4.48,-0.26,0.04,0.29,-1.86,-0.94,-2.12,2.26,3.39,-4.82
10634.39,0.07,-2.58,0.12,-4.7,-2.96,3.63,-4.14,-3.57,-1.49,0.82,-0.04,-4.56,3.36,-0.4,-0.21,3.76,-1.43,-3.9,-0.85,-1.6,0.39,-2.01,-2.14,-1.13,1.68,4.45,-4.66
10659.44,-0.12,-1.95,-1.31,-4.45,-2.98,3.65,-1.74,-3.55,-1.47,-0.23,-0.68,-3.59,2.5,-0.07,-0.33,3.45,-1.63,-3.65,-1.04,-4,0.54,-2.59,-2.23,-1.18,1.51,5.86,-3.88
10684.49,-0.07,-0.09,-1.57,-3.07,-3.61,2.54,0.75,-3.26,-1.86,-0.45,-2.08,-2.24,1.53,1.23,-0.25,3.62,-1.5,-4.14,-0.66,-5.55,0.68,-3.53,-1.98,-1.74,1.73,6.06,-2.48
10709.54,-0.31,1.52,-1.41,-3.74,-3.95,1.05,2.06,-2.19,-1.82,-0.46,-3.27,-1.1,0.65,2.25,0.27,4.32,-1.36,-4.37,-0.24,-5.81,1.21,-4.01,-1.87,-2.3,2.08,4.81,-1.23
10734.59,-0.63,2.27,-1.48,-4.67,-4.05,0.3,2.15,-0.7,-1.16,-1.19,-3.55,-0.85,0.12,2.22,1.48,5,-1.41,-4.37,-0.18,-5.13,1.72,-3.96,-0.97,-3.09,2.14,3.36,-0.99
10759.64,-0.4,2.05,-1.49,-5.62,-4.23,0.52,1.82,0.57,-0.69,-1.84,-2.94,-1.16,0.06,1.86,2.63,4.92,-2.24,-5.11,-0.32,-4.24,1.9,-3.85,0.34,-2.62,1.49,2.8,-1.7
10784.69,0.58,0.8,-1,-6.56,-4.31,1.13,1.49,1.63,-0.67,-1.35,-1.37,-1.04,0.28,2.01,2.59,4.14,-2.8,-6.1,-0.49,-3.62,1.62,-3.6,0.45,-1.53,0.24,2.71,-2.51
10809.75,1.66,-0.62,-0.1,-6.8,-4.31,1.81,1.17,2.1,-0.69,-0.33,0.47,-0.77,0.61,2.58,1.62,3.47,-2.18,-5.83,-0.76,-3.2,1.11,-3.19,-0.62,-0.97,-0.77,2.02,-2.95
10834.8,2.16,-0.96,0.42,-5.94,-4.33,2.45,1.14,1.38,-0.36,0.46,1.68,-1.76,1.2,3.22,0.85,3.13,-0.79,-4.38,-1.04,-3.4,1.06,-3.42,-1.43,-0.96,-0.84,0.9,-3.29
10859.85,2,0.14,0.94,-4.56,-4.07,2.42,1.58,0.3,0.5,0.83,2.58,-4.01,1.58,3.7,0.9,2.52,0.62,-3.44,-0.99,-4.28,1.76,-4.54,-1.32,-0.77,-0.35,0.65,-3.64
10884.9,1.35,1.75,2.01,-3.47,-3.63,1.37,2.13,0.3,1.53,1.21,3.29,-5.97,1.96,3.34,1.67,1.88,1.32,-3.68,-0.59,-4.5,2.39,-5.25,-0.52,-0.36,-0.33,1.92,-3.4
10909.95,0.33,2.2,2.92,-2.82,-3.37,-0.21,2.23,1.47,1.83,1.53,2.76,-6.53,2.23,1.84,2.27,1.99,0.61,-3.96,-0.32,-3.73,2.06,-4.6,0.81,-0.36,-0.77,3.95,-2.39
10935,-0.91,1.22,3.44,-2.46,-2.9,-1.6,1.77,2.53,1.3,0.61,1.34,-5.97,1.64,0.31,1.82,2.49,-1.12,-3.61,-0.52,-3.33,1.19,-3.52,2.03,-0.64,-0.72,5.9,-1.42
10960.05,-2.16,0.36,3.51,-2.6,-1.95,-1.99,1.13,2.37,0.87,-0.88,0.65,-5.08,0.83,-0.06,0.47,2.82,-2.7,-3.29,-0.79,-3.36,1.32,-2.91,1.86,-0.46,0.06,7.28,-1.52
10985.1,-3.05,0.22,3.17,-3.44,-1.16,-1,0.66,1.15,0.92,-1.68,0.68,-4.16,0.56,0.39,-0.65,3.4,-3.54,-3.7,-0.48,-2.69,2.78,-2.41,0.22,0.08,0.94,7.26,-2.66
11010.15,-3.24,0.19,2.49,-4.44,-1.01,0.37,0.17,-0.1,1.02,-1.51,0.18,-3.19,0.87,0.61,-0.13,4.41,-3.37,-4.34,-0.04,-1.38,3.74,-1.74,-1.48,-0.08,1.39,5.89,-3.64
11035.2,-2.75,0.51,1.58,-4.93,-1.37,0.6,-0.27,-0.46,1.08,-0.85,-0.81,-2.37,1.47,0.41,1.98,5.23,-1.95,-4.19,-0.76,-0.31,2.74,-1.36,-2.15,-1.4,1.64,4.49,-3.6
11060.25,-1.94,1.37,0.96,-4.51,-2.29,-0.27,0,0.16,1.17,-0.11,-1.16,-1.65,2.14,0.41,3.6,5.28,-0.22,-3.14,-2.48,-0.04,0.29,-1.43,-1.65,-2.9,2.38,3.52,-3.27
11085.31,-0.94,1.95,1.45,-3.05,-3.23,-0.38,1.23,0.79,0.97,0.38,-0.56,-0.85,2.68,0.88,3.1,4.59,0.59,-2.27,-3.6,-0.76,-2.12,-1.53,-0.36,-3.22,3.29,2.49,-3.71
11110.36,0.25,1.79,2.75,-1.7,-3.2,1.21,2.9,0.68,0.69,0.51,0.13,-0.12,2.54,1.58,1.33,3.82,0.75,-2.46,-3.48,-1.97,-3.06,-1.54,1.16,-2.36,2.96,1.72,-4.41
11135.41,1.09,1.29,3.48,-2,-2.64,2.99,4.12,0.85,1.11,0.53,0.43,0.52,1.47,2.19,0.01,3.64,1.14,-3.4,-2.7,-3.05,-2.22,-1.77,2.16,-1.46,1.55,1.83,-4.29
11160.46,0.93,0.84,3.31,-3.7,-2.67,3.49,4.22,2.25,1.72,0.47,0.58,1.16,0.34,2.08,-0.54,3.87,1.79,-4.21,-1.81,-3.8,-1,-2.08,1.88,-1.19,0.81,2.48,-3.44
11185.51,-0.1,0.58,3.08,-5.16,-3.09,3.05,3.47,3.85,1.09,0.1,0.69,1.36,0.16,0.97,-0.94,4.3,1.92,-4.64,-1.12,-3.91,-0.72,-2.11,0.63,-1.05,0.73,3.01,-2.66
11210.56,-1.33,0.36,2.78,-5.44,-3.03,2.49,2.59,4.45,-0.44,-0.24,0.41,0.53,0.38,-0.26,-1.17,5.34,0.75,-4.76,-0.87,-3.15,-1.26,-1.88,-0.54,-0.67,-0.16,3.28,-2.13
11235.61,-2.24,0.05,2.02,-4.92,-2.19,2.19,2.11,4.09,-1.08,-0.22,-0.26,-1.11,0.1,-0.7,-1.18,6.71,-1.47,-4.5,-0.87,-1.88,-1.96,-1.42,-1.44,-0.68,-1.71,3.28,-1.63
11260.66,-2.49,0.16,1.28,-4.41,-0.75,2.54,2.03,2.95,-0.36,-0.04,-0.43,-2.46,-0.61,-0.34,-1.39,6.86,-3.62,-4.13,-0.89,-0.73,-2.61,-0.79,-2.35,-1.38,-2.24,2.94,-1.24
11285.71,-1.85,1.18,0.69,-4.43,0.67,3.55,1.75,1.36,0.55,0.54,0.56,-2.69,-1.5,0.27,-1.41,5.57,-4.79,-4.36,-1.47,-0.2,-3.24,-0.42,-2.62,-1.8,-1.25,2.39,-1.45
11310.77,-0.78,2.24,-0.16,-5.07,1.09,4.57,1.02,0.12,0.78,1.76,1.82,-2.37,-2.21,0.24,-0.88,4.46,-4.85,-5.11,-3.08,-0.59,-3.66,-0.6,-1.5,-1.22,0.08,2.09,-2.28
11335.82,-0.42,1.95,-1,-5.65,0.15,4.97,0.47,-0.08,0.47,2.94,1.9,-2.54,-2.16,-0.78,-0.7,4.43,-4.2,-5.27,-4.42,-1.73,-3.22,-1.18,0.21,-0.48,0.75,2.24,-2.67
11360.87,-1.12,0.51,-1.18,-5.44,-1.29,4.5,0.8,0.57,0.19,3.15,0.61,-3.28,-1.54,-1.73,-1.32,4.74,-3.24,-4.54,-3.47,-3.36,-1.53,-1.86,0.82,-0.63,0.72,2.16,-1.78
11385.92,-1.95,-0.24,-0.47,-4.55,-2.51,3.03,2.01,1.07,0.42,1.95,-0.94,-3.62,-1.03,-1.79,-1.88,4.65,-2.1,-3.93,-0.51,-5.02,0.27,-2.36,0.23,-1.27,0.33,1.29,-0.39
11410.97,-2.28,0.51,0.19,-3.47,-3.71,1.11,3.32,0.44,0.85,0.08,-1.84,-2.95,-0.65,-1.45,-1.89,4.04,-1.01,-3.81,1.88,-5.49,0.83,-2.47,-0.47,-1.39,0.18,0.29,0
11436.02,-2.48,1.61,0.85,-2.59,-4.71,-0.25,4.1,-1.4,0.6,-0.74,-1.93,-2.03,-0.09,-1.23,-1.38,3.18,-0.64,-3.25,2.16,-4.26,0.8,-2.34,-0.83,-1.51,0.57,0.18,-0.87
11461.07,-2.69,1.73,2.01,-2.21,-4.9,-0.61,4.47,-3.82,-0.37,0.09,-1.14,-1.96,0.79,-1.12,-0.13,2.75,-1.25,-1.9,0.78,-2.78,1.4,-2.08,-0.8,-1.51,0.84,1.04,-1.92
11486.12,-2.45,0.56,2.58,-2.27,-4.48,-0.24,4.4,-4.85,-1.07,1.36,0.13,-2.29,1.98,-0.62,1.82,3.31,-2.2,-0.87,-1.12,-2.45,2.43,-1.62,-0.31,-1.53,0.46,2.1,-2.48
11511.17,-1.83,-0.95,2.71,-2.45,-3.81,0.56,4.34,-5.87,1.27,2.02,0.09,-1.86,2.86,0.71,3.81,4.51,-2.62,-0.78,-2.34,-3,2.9,-1.4,0.32,-1.3,0.17,2.71,-2.84
11536.22,-1.06,-1.01,2.34,-2.78,-2.59,1.87,3.4,-6.42,3.18,2.18,-1.04,-0.83,2.66,1.91,5.08,5.33,-2.03,-0.58,-2.42,-3.61,3.37,-1.77,0.85,-0.95,0.48,3.26,-3.16
11561.28,0,0.66,1.43,-3.21,-0.87,3.67,2.25,-5.05,3.97,1.87,-1.71,-0.18,1.73,1.93,4.82,5.19,-0.77,0.29,-2.02,-3.91,3.94,-2.21,1.17,-0.8,0.78,4.33,-3.39
11586.33,1.01,2.13,0.73,-3.32,0.36,4.93,1.73,-2.78,3.41,0.85,-1.55,-0.29,0.85,1.59,2.73,4.59,-0.13,0.67,-1.69,-3.66,3.49,-2.05,0.9,-0.22,0.66,5.39,-3.58
11611.38,1.29,1.93,1.16,-2.97,0.08,4.54,1.49,-0.81,2.24,-0.23,-0.91,-0.9,0.41,1.79,-0.14,4.5,-1.13,-0.1,-1.5,-2.88,1.81,-1.33,0.25,1.16,0.52,5.73,-3.39
11636.43,1.4,0.63,2.52,-2.36,-1.69,2.93,0.8,0.58,1.65,-0.24,-0.08,-1.56,-0.03,2.04,-2.21,5.19,-2.99,-1.13,-1.11,-2.07,-0.08,-0.37,-0.09,2.18,0.57,5.45,-2.54
11661.48,2.36,-0.25,3.65,-1.51,-3.53,1.67,-0.47,1.37,2.04,0.56,1.16,-2,-1.19,2.04,-2.9,5.94,-3.92,-1.81,-1.09,-1.52,-1.18,0.36,0,1.82,0.6,5.31,-1.55
11686.53,3.54,0.26,3.5,-0.79,-3.97,1.56,-2.08,1.48,2.44,0.9,2.69,-2.28,-1.96,2.18,-2.45,5.83,-3.5,-2.4,-0.83,-1.12,-1.5,0.27,0.29,0.7,0.77,5.96,-1.35
11711.58,3.71,1.84,2.06,-0.73,-3.33,2.15,-3.09,0.77,1.99,0.51,3.72,-2.58,-1.62,2.45,-1.23,4.8,-2.82,-3.14,0.16,-0.87,-1.3,-0.52,0.96,-0.11,1.44,6.6,-2.04
11736.63,2.95,2.78,0.41,-1.21,-3.02,2.76,-2.34,-0.6,1.02,0.13,3.4,-3.02,-0.3,2.35,-0.08,3.87,-2.57,-3.53,0.9,-0.72,-0.85,-1.07,2.29,-0.4,2.26,5.9,-2.77
11761.68,1.88,1.69,-0.26,-1.94,-3.1,2.94,-0.53,-2.09,0.07,-0.12,1.48,-3.63,1.33,1.71,-0.28,3.95,-2.52,-3.1,0.48,-0.67,-0.49,-1.13,3.55,-0.72,2.57,4.23,-2.93
11786.73,0.63,-0.62,0.26,-2.92,-2.82,2.3,0.51,-3.48,-0.95,-0.35,-1.05,-4.26,2.78,1,-1.65,4.57,-2.29,-2.58,-0.24,-1.24,-0.11,-1.42,3.24,-1.35,2.42,2.92,-2.82
11811.79,-0.59,-2.09,1.24,-4.01,-2.63,1.07,0.18,-4.5,-1.84,-0.3,-2.6,-4.26,3.57,0.67,-2.38,4.59,-1.6,-3.15,0.06,-2.18,0.39,-2.13,1.11,-1.48,2.06,2.28,-2.79
11836.84,-1.32,-2.07,1.87,-4.96,-3.16,0.24,-0.84,-4.17,-1.79,0.18,-2.6,-3.03,3.45,0.62,-1.55,3.98,-0.74,-4.4,1.03,-2.36,0.82,-2.48,-0.9,-0.63,1.51,2.14,-2.74
11861.89,-1.46,-1.51,2.1,-5.63,-3.65,0.16,-1.47,-2.72,-0.62,0.9,-1.66,-1.51,3.11,0.79,-0.17,3.65,-0.51,-4.98,1.28,-1.71,1,-1.97,-0.93,0.15,0.76,3.65,-2.75
11886.94,-1.04,-0.88,2.06,-5.79,-3.31,0.14,-1.16,-1.62,0.68,1.39,-0.6,-1.34,3.16,1.18,0.56,3.65,-0.93,-4.54,0.59,-1.2,0.84,-0.96,0.57,0.09,0.05,4.34,-2.86
11911.99,-0.07,-0.02,1.23,-5.17,-2.6,-0.29,-0.7,-1.06,1.02,1.18,-0.19,-2.2,3.3,1.11,0.44,3.37,-1.18,-3.79,0.14,-1.15,0.41,-0.31,2.06,-0.04,-0.25,4.47,-3
11937.04,1.14,0.48,-0.26,-3.94,-2.18,-0.7,-0.95,-0.5,0.07,0.54,-0.53,-2.75,3.43,0.23,0.1,3.27,-0.76,-3.14,0.54,-1.14,0.01,-0.63,2.91,0.48,-0.29,4.35,-3.36
11962.09,2.11,-0.18,-0.88,-2.79,-1.97,-0.14,-1.49,-0.49,-1.82,0.14,-0.72,-2.77,3.85,-0.38,0.34,4.41,0.33,-2.28,1.03,-0.95,-0.14,-1.83,3.19,1.17,-0.46,4.05,-3.75
11987.14,2.53,-1.3,-0.38,-2.6,-1.69,1.55,-1.77,-1.19,-3.52,0.33,-0.33,-2.41,4.12,0.14,0.86,6.39,1.47,-1.06,0.87,-0.81,-0.07,-2.8,3.18,0.89,-0.48,3.35,-3.52
12012.19,2.44,-1.5,0.11,-3.36,-1.45,3.28,-2.17,-1.86,-3.82,1.01,0.19,-1.68,3.5,1.39,0.49,7.52,1.28,-0.03,0.53,-1.02,0.38,-2.74,3.08,-0.7,-0.38,2.22,-3.03
12037.25,1.86,-0.55,1.32,-4.02,-1.64,4.12,-2.73,-2.51,-2.76,1.46,0.54,-1.07,2.52,2.72,-0.6,7.18,-0.37,0.23,0.42,-1.35,1.32,-2.17,2.65,-2.26,-0.8,1.19,-3.16
12062.3,0.78,0.71,1.25,-3.95,-2.16,4.25,-2.91,-3.43,-1.48,1.22,0.55,-0.82,2.05,3.48,-0.92,6.38,-1.44,-0.38,0.18,-1.01,2.06,-1.75,1.68,-2.32,-1.51,1.01,-3.44
12087.35,-0.37,1.3,0.27,-3.84,-2.27,4.22,-2.63,-3.93,-0.71,0.63,0.27,-0.37,1.85,3.22,-0.04,5.96,-0.78,-1.9,-0.32,0.1,1.79,-1.26,0.86,-1.41,-1.55,1.73,-3.14
12112.4,-0.95,0.91,-0.2,-4.17,-1.94,4.23,-2.4,-3.24,-0.12,-0.02,0.35,0.32,1.61,2.44,0.92,5.63,0.09,-3.93,-0.91,0.88,0.68,-0.56,1.16,-1.01,-0.68,2.6,-2.53
12137.45,-0.95,0.3,0.07,-4.33,-2.16,4.14,-2.13,-1.89,0.84,-0.88,1.09,0.19,1.69,1.8,0.97,4.93,-0.19,-5.27,-1.4,0.47,-0.52,-0.05,2.46,-1.14,0.25,3.26,-1.97
12162.5,-0.91,0.62,0.11,-3.82,-3.16,3.76,-0.99,-1.18,1.82,-1.75,1.67,-1.15,2.25,1.05,0.4,4.1,-1.19,-5.23,-1.41,-0.72,-1.57,0.14,3.38,-1.27,0.2,3.9,-1.49
12187.55,-0.89,2.02,-0.44,-3.08,-3.91,3.31,0.87,-1.73,2.29,-2.1,1.42,-2.34,2.82,0.24,-0.1,3.76,-1.96,-4.56,-1.33,-1.55,-2.18,0.48,3.34,-1.38,-0.48,4.36,-1.13
12212.6,-0.57,3.7,-0.93,-2.93,-3.68,3.17,1.99,-2.73,2.37,-1.66,0.5,-1.97,2.75,0.22,-0.36,3.96,-2.47,-4.33,-1.88,-1.31,-1.5,1.09,3.24,-0.98,-0.65,4.44,-0.97
12237.65,-0.16,4.48,-0.98,-3.34,-2.85,3.2,1.72,-3.22,2.29,-0.72,-0.69,-0.6,2.12,1.1,-0.38,4.03,-3.29,-4.42,-2.43,-0.19,0.13,1.38,3.42,-0.26,0.08,4.52,-1.32
12262.7,-0.41,3.61,-0.71,-3.46,-2.16,2.71,0.87,-3.16,1.82,-0.39,-1.37,0.15,1.72,1.75,-0.21,3.54,-3.8,-3.91,-2.1,2.9,1.05,0.77,2.91,0.46,3.21,4.6,-2.29
12287.75,-1.27,1.78,-0.3,-2.99,-1.92,1.71,0.29,-2.64,0.54,-0.07,-0.84,-0.16,1.69,1.38,-0.26,3.25,-3.1,-2.66,-1.48,3.35,0.79,-0.32,1.55,0.98,4.54,4.21,-3.31
12312.81,-1.83,0.63,0.18,-2.53,-1.98,1.31,0.02,-1.32,-1.32,-0.25,0.27,-0.76,1.51,0.5,-0.62,3.66,-1.96,-1.71,-1.41,2.58,0.5,-0.82,0.41,1.36,4.62,3.49,-3.96
